OS;Categoria;Linha;Equipamento;Descricao;InicioProg;TerminoProg;TempoPrevisto;InicioReal;TerminoReal;TempoParada;Oficina;Tipo;MP;SS;Status
OS91557;Pomadas;P-02;Envasadora P-02;Corretiva banco;20/02/2022 16:48;20/02/2022 18:46;1,97;21/03/2022 19:09;21/03/2022 21:36;2,45;Elétrica;Corretiva;;SS49331;FECH
OS91565;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;11/02/2022 07:12;11/02/2022 10:50;3,63;24/02/2022 15:33;24/02/2022 19:12;3,65;Elétrica;Corretiva;;SS49339;FECH
OS91572;Xarope;X-02;Seladora X-02;Corretiva banco;26/02/2022 21:36;27/02/2022 00:04;2,47;02/03/2022 09:17;02/03/2022 12:00;2,72;Elétrica;Corretiva;;;FECH
OS91576;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;18/02/2022 12:00;18/02/2022 13:26;1,43;23/03/2022 08:09;23/03/2022 09:36;1,45;Mecânica;Corretiva;;SS49350;FECH
OS91578;Pomadas;P-01;Seladora P-01;Corretiva banco;01/02/2022 07:12;01/02/2022 08:16;1,07;12/02/2022 01:33;12/02/2022 02:24;0,85;Automação;Corretiva;;SS49352;FECH
OS91580;Pomadas;P-01;Envasadora P-01;Corretiva banco;28/02/2022 16:48;28/02/2022 18:27;1,65;18/03/2022 17:03;18/03/2022 19:12;2,15;Elétrica;Corretiva;;SS49354;FECH
OS91592;Utilidades;Compressores;Compressor  - GA 160;Corretiva banco;28/01/2022 04:48;28/01/2022 09:36;4,8;23/02/2022 07:40;23/02/2022 12:00;4,33;Automação;Corretiva;;SS49366;FECH
OS91604;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;22/02/2022 14:24;22/02/2022 17:34;3,17;27/02/2022 14:24;27/02/2022 17:34;3,17;Elétrica;Corretiva;;;FECH
OS91611;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva banco;03/02/2022 07:12;03/02/2022 09:25;2,22;03/03/2022 00:38;03/03/2022 02:24;1,77;Elétrica;Corretiva;;SS49385;FECH
OS91612;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;06/01/2022 16:48;06/01/2022 21:25;4,62;01/02/2022 09:17;01/02/2022 14:24;5,12;Automação;Corretiva;;SS49386;FECH
OS91619;Pomadas;P-02;Envasadora P-02;Corretiva banco;23/01/2022 12:00;23/01/2022 14:54;2,9;26/02/2022 18:41;26/02/2022 21:36;2,92;Mecânica;Corretiva;;SS49393;FECH
OS91623;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;03/02/2022 19:12;04/02/2022 00:02;4,83;08/02/2022 19:23;09/02/2022 00:00;4,62;Automação;Corretiva;;SS49397;FECH
OS91631;Utilidades;Compressores;Compressor  - GA 160;Corretiva banco;21/01/2022 12:00;21/01/2022 14:21;2,35;10/02/2022 19:00;10/02/2022 21:36;2,6;Automação;Corretiva;;;FECH
OS91634;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;18/01/2022 07:12;18/01/2022 10:45;3,55;14/02/2022 19:43;15/02/2022 00:00;4,28;Automação;Corretiva;;SS49408;FECH
OS91635;Pomadas;P-02;Envasadora P-02;Corretiva banco;25/02/2022 21:36;25/02/2022 22:35;0,98;28/03/2022 16:03;28/03/2022 16:48;0,75;Mecânica;Corretiva;;SS49409;FECH
OS91637;Pomadas;P-02;Paletrizadora P-02;Corretiva banco;18/02/2022 12:00;18/02/2022 13:23;1,38;24/02/2022 17:34;24/02/2022 19:12;1,63;Elétrica;Corretiva;;SS49411;FECH
OS91639;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva banco;31/01/2022 16:48;31/01/2022 21:50;5,03;04/03/2022 14:24;04/03/2022 19:12;4,8;Elétrica;Corretiva;;;FECH
OS91641;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;14/01/2022 09:36;14/01/2022 13:16;3,67;06/02/2022 01:22;06/02/2022 04:48;3,43;Elétrica;Corretiva;;;FECH
OS91653;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;10/01/2022 07:12;10/01/2022 11:35;4,38;15/01/2022 07:12;15/01/2022 11:35;4,38;Mecânica;Corretiva;;SS49427;FECH
OS91660;Xarope;X-02;Esteira X-02;Corretiva banco;04/01/2022 21:36;04/01/2022 22:49;1,22;24/01/2022 02:51;24/01/2022 04:48;1,95;Mecânica;Corretiva;;SS49434;FECH
OS91669;Pomadas;P-02;Esteira P-02;Corretiva banco;27/01/2022 04:48;27/01/2022 05:55;1,12;30/01/2022 01:45;30/01/2022 02:24;0,65;Elétrica;Corretiva;;SS49443;FECH
OS91692;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;07/01/2022 12:00;07/01/2022 15:21;3,35;12/01/2022 12:00;12/01/2022 15:21;3,35;Mecânica;Corretiva;;SS49466;FECH
OS91704;Pomadas;P-01;Esteira P-01;Corretiva banco;14/01/2022 21:36;14/01/2022 22:39;1,05;22/01/2022 23:11;23/01/2022 00:00;0,82;Automação;Corretiva;;;FECH
OS91724;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;03/02/2022 07:12;03/02/2022 09:28;2,27;03/03/2022 16:40;03/03/2022 19:12;2,53;Mecânica;Corretiva;;SS49498;FECH
OS91729;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;20/01/2022 12:00;20/01/2022 14:41;2,68;25/01/2022 12:00;25/01/2022 14:41;2,68;Elétrica;Corretiva;;SS49503;FECH
OS91734;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva banco;17/01/2022 16:48;17/01/2022 18:23;1,58;01/02/2022 17:51;01/02/2022 19:12;1,35;Elétrica;Corretiva;;SS49508;FECH
OS91735;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;19/02/2022 12:00;19/02/2022 13:12;1,2;26/02/2022 22:48;27/02/2022 00:00;1,2;Mecânica;Corretiva;;SS49509;FECH
OS91746;Pomadas;P-02;Paletrizadora P-02;Corretiva banco;26/02/2022 19:12;26/02/2022 23:13;4,02;02/03/2022 13:00;02/03/2022 16:48;3,8;Mecânica;Corretiva;;SS49520;FECH
OS91758;Pomadas;P-01;Encartuchadeira P-01;Corretiva banco;23/02/2022 02:24;23/02/2022 03:25;1,02;14/03/2022 18:38;14/03/2022 19:12;0,57;Automação;Corretiva;;;FECH
OS91762;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;03/02/2022 19:12;03/02/2022 20:31;1,32;28/02/2022 20:45;28/02/2022 21:36;0,85;Mecânica;Corretiva;;;FECH
OS91764;Pomadas;P-01;Envasadora P-01;Corretiva banco;08/02/2022 19:12;08/02/2022 23:21;4,15;07/03/2022 07:36;07/03/2022 12:00;4,4;Elétrica;Corretiva;;;FECH
OS91785;Pomadas;P-02;Esteira P-02;Corretiva banco;12/02/2022 04:48;12/02/2022 06:50;2,03;14/03/2022 11:52;14/03/2022 14:24;2,53;Elétrica;Corretiva;;SS49559;FECH
OS91792;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;25/02/2022 02:24;25/02/2022 07:14;4,83;10/03/2022 12:25;10/03/2022 16:48;4,38;Mecânica;Corretiva;;SS49566;FECH
OS91806;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;17/01/2022 04:48;17/01/2022 09:11;4,38;12/02/2022 16:58;12/02/2022 21:36;4,63;Elétrica;Corretiva;;SS49580;FECH
OS91820;Xarope;X-02;Seladora X-02;Corretiva banco;11/01/2022 09:36;11/01/2022 12:20;2,73;25/01/2022 18:08;25/01/2022 21:36;3,47;Mecânica;Corretiva;;SS49594;FECH
OS91822;Xarope;X-01;Esteira X-01;Corretiva banco;12/02/2022 02:24;12/02/2022 05:41;3,28;07/03/2022 05:49;07/03/2022 09:36;3,78;Elétrica;Corretiva;;SS49596;FECH
OS91831;Pomadas;P-02;Encartuchadeira P-02;Corretiva banco;03/01/2022 09:36;03/01/2022 13:36;4;24/01/2022 22:52;25/01/2022 02:24;3,53;Elétrica;Corretiva;;;FECH
OS91836;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;10/01/2022 14:24;10/01/2022 18:14;3,83;15/01/2022 14:24;15/01/2022 18:14;3,83;Elétrica;Corretiva;;;FECH
OS91842;Pomadas;P-01;Encartuchadeira P-01;Corretiva banco;08/01/2022 21:36;08/01/2022 23:28;1,87;13/02/2022 02:41;13/02/2022 04:48;2,12;Mecânica;Corretiva;;;FECH
OS91848;Pomadas;P-02;Envasadora P-02;Corretiva banco;11/02/2022 12:00;11/02/2022 13:23;1,38;16/02/2022 12:00;16/02/2022 13:23;1,38;Automação;Corretiva;;SS49622;FECH
OS91853;Xarope;X-01;Seladora X-01;Corretiva banco;01/02/2022 21:36;01/02/2022 23:13;1,62;21/02/2022 05:34;21/02/2022 07:12;1,63;Automação;Corretiva;;SS49627;FECH
OS91857;Pomadas;P-02;Envasadora P-02;Corretiva banco;18/01/2022 04:48;18/01/2022 06:20;1,53;07/02/2022 00:37;07/02/2022 02:24;0,6;Elétrica;Corretiva;;SS49631;FECH
OS91864;Pomadas;P-02;Paletrizadora P-02;Corretiva banco;17/01/2022 09:36;17/01/2022 12:25;2,82;21/02/2022 04:36;21/02/2022 07:12;2,6;Mecânica;Corretiva;;SS49638;FECH
OS91874;Xarope;X-01;Paletrizadora X-01;Corretiva banco;22/01/2022 12:00;22/01/2022 15:51;3,85;24/02/2022 17:29;24/02/2022 21:36;4,12;Mecânica;Corretiva;;SS49648;FECH
OS91876;Xarope;X-02;Esteira X-02;Corretiva banco;17/02/2022 19:12;17/02/2022 22:29;3,28;05/03/2022 03:54;05/03/2022 07:12;3,3;Mecânica;Corretiva;;SS49650;FECH
OS91878;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;21/02/2022 04:48;21/02/2022 06:44;1,93;26/03/2022 21:20;27/03/2022 00:00;2,67;Mecânica;Corretiva;;SS49652;FECH
OS91879;Utilidades;Compressores;Compressor  - GA 160;Corretiva banco;01/02/2022 09:36;01/02/2022 13:23;3,78;13/02/2022 12:17;13/02/2022 16:48;4,52;Elétrica;Corretiva;;SS49653;FECH
OS91883;Xarope;X-01;Seladora X-01;Corretiva banco;08/01/2022 09:36;08/01/2022 13:22;3,77;11/01/2022 08:42;11/01/2022 12:00;3,3;Mecânica;Corretiva;;SS49657;FECH
OS91910;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;03/01/2022 16:48;03/01/2022 21:31;4,72;25/01/2022 14:57;25/01/2022 19:12;4,25;Mecânica;Corretiva;;SS49684;FECH
OS91921;Pomadas;P-02;Seladora P-02;Corretiva banco;13/01/2022 19:12;13/01/2022 22:09;2,95;18/01/2022 04:14;18/01/2022 07:12;2,97;Elétrica;Corretiva;;SS49695;FECH
OS91937;Utilidades;Compressores;Compressor  - GA 160;Corretiva banco;27/01/2022 16:48;27/01/2022 21:08;4,33;01/02/2022 16:48;01/02/2022 21:08;4,33;Automação;Corretiva;;;FECH
OS91940;Xarope;X-01;Esteira X-01;Corretiva banco;05/02/2022 07:12;05/02/2022 11:34;4,37;07/03/2022 21:33;08/03/2022 02:24;4,85;Mecânica;Corretiva;;;FECH
OS91943;Xarope;X-02;Esteira X-02;Corretiva banco;23/01/2022 09:36;23/01/2022 13:20;3,73;28/01/2022 09:36;28/01/2022 13:20;3,73;Automação;Corretiva;;;FECH
OS91952;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;10/01/2022 16:48;10/01/2022 21:44;4,93;04/02/2022 07:03;04/02/2022 12:00;4,95;Mecânica;Corretiva;;SS49726;FECH
OS91958;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;05/02/2022 07:12;05/02/2022 10:40;3,47;05/03/2022 20:45;06/03/2022 00:00;3,25;Mecânica;Corretiva;;SS49732;FECH
OS91965;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;03/02/2022 09:36;03/02/2022 11:09;1,55;03/03/2022 05:24;03/03/2022 07:12;1,8;Mecânica;Corretiva;;SS49739;FECH
OS91971;Pomadas;P-02;Envasadora P-02;Corretiva banco;12/01/2022 19:12;12/01/2022 22:17;3,08;11/02/2022 18:30;11/02/2022 21:36;3,1;Mecânica;Corretiva;;SS49745;FECH
OS91978;Pomadas;P-02;Encartuchadeira P-02;Corretiva banco;04/01/2022 04:48;04/01/2022 09:44;4,93;03/02/2022 21:12;04/02/2022 02:24;5,2;Mecânica;Corretiva;;SS49752;FECH
OS91982;Pomadas;P-01;Encartuchadeira P-01;Corretiva banco;22/02/2022 19:12;22/02/2022 22:56;3,73;17/03/2022 13:32;17/03/2022 16:48;3,27;Mecânica;Corretiva;;SS49756;FECH
OS91989;Xarope;X-01;Paletrizadora X-01;Corretiva banco;27/02/2022 21:36;28/02/2022 01:33;3,95;06/03/2022 08:16;06/03/2022 12:00;3,73;Mecânica;Corretiva;;SS49763;FECH
OS91991;Pomadas;P-02;Envasadora P-02;Corretiva banco;09/01/2022 14:24;09/01/2022 19:00;4,6;14/01/2022 19:37;15/01/2022 00:00;4,38;Automação;Corretiva;;SS49765;FECH
OS91997;Pomadas;P-01;Esteira P-01;Corretiva banco;20/01/2022 16:48;20/01/2022 19:14;2,43;21/02/2022 17:13;21/02/2022 19:12;1,98;Elétrica;Corretiva;;SS49771;FECH
OS92029;Pomadas;P-01;Encartuchadeira P-01;Corretiva banco;08/02/2022 19:12;08/02/2022 21:30;2,3;20/02/2022 07:17;20/02/2022 09:36;2,32;Mecânica;Corretiva;;;FECH
OS92032;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva banco;26/02/2022 21:36;26/02/2022 22:39;1,05;26/03/2022 01:35;26/03/2022 02:24;0,82;Mecânica;Corretiva;;;FECH
OS92045;Utilidades;Compressores;Compressor  - GA 160;Corretiva banco;08/01/2022 04:48;08/01/2022 07:49;3,02;22/01/2022 09:27;22/01/2022 12:00;2,55;Automação;Corretiva;;SS49819;FECH
OS92050;Xarope;X-01;Esteira X-01;Corretiva banco;17/02/2022 12:00;17/02/2022 15:12;3,2;19/02/2022 22:56;20/02/2022 02:24;3,47;Elétrica;Corretiva;;SS49824;FECH
OS92059;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;17/02/2022 02:24;17/02/2022 04:04;1,67;01/03/2022 07:40;01/03/2022 09:36;1,93;Mecânica;Corretiva;;;FECH
OS92062;Utilidades;Subsestação;Trafo 750 KVA;Corretiva banco;05/02/2022 02:24;05/02/2022 04:42;2,3;18/02/2022 14:15;18/02/2022 16:48;2,55;Mecânica;Corretiva;;;FECH
OS92079;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;08/01/2022 21:36;08/01/2022 23:58;2,37;26/01/2022 21:23;27/01/2022 00:00;2,62;Elétrica;Corretiva;;SS49853;FECH
OS92084;Pomadas;P-02;Esteira P-02;Corretiva banco;24/02/2022 21:36;25/02/2022 01:23;3,78;11/03/2022 10:36;11/03/2022 14:24;3,8;Elétrica;Corretiva;;SS49858;FECH
OS92085;Pomadas;P-02;Envasadora P-02;Corretiva banco;23/01/2022 02:24;23/01/2022 04:46;2,37;23/02/2022 14:39;23/02/2022 16:48;1;Mecânica;Corretiva;;SS49859;FECH
OS92091;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;21/01/2022 09:36;21/01/2022 13:48;4,2;25/02/2022 11:52;25/02/2022 16:48;4,93;Elétrica;Corretiva;;SS49865;FECH
OS92106;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;20/01/2022 09:36;20/01/2022 12:51;3,25;04/02/2022 12:48;04/02/2022 16:48;4;Mecânica;Corretiva;;SS49880;FECH
OS92116;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;13/02/2022 09:36;13/02/2022 11:06;1,5;18/02/2022 09:36;18/02/2022 11:06;1,5;Mecânica;Corretiva;;SS49890;FECH
OS92120;Pomadas;P-02;Encartuchadeira P-02;Corretiva banco;17/01/2022 21:36;18/01/2022 00:53;3,28;16/02/2022 07:59;16/02/2022 12:00;4,02;Automação;Corretiva;;SS49894;FECH
OS92128;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;22/01/2022 12:00;22/01/2022 13:36;1,6;27/01/2022 12:00;27/01/2022 13:36;1,6;Elétrica;Corretiva;;SS49902;FECH
OS92137;Pomadas;P-02;Seladora P-02;Corretiva banco;23/01/2022 02:24;23/01/2022 06:01;3,62;03/02/2022 08:08;03/02/2022 12:00;3,87;Mecânica;Corretiva;;SS49911;FECH
OS92142;Pomadas;P-01;Esteira P-01;Corretiva banco;08/01/2022 16:48;08/01/2022 19:27;2,65;21/01/2022 00:12;21/01/2022 02:24;2,2;Automação;Corretiva;;;FECH
OS92145;Pomadas;P-01;Encartuchadeira P-01;Corretiva banco;23/01/2022 12:00;23/01/2022 13:35;1,58;15/02/2022 12:20;15/02/2022 14:24;2,07;Elétrica;Corretiva;;;FECH
OS92151;Pomadas;P-02;Paletrizadora P-02;Corretiva banco;15/02/2022 16:48;15/02/2022 19:09;2,35;19/03/2022 16:50;19/03/2022 19:12;2,37;Mecânica;Corretiva;;;FECH
OS92153;Pomadas;P-01;Seladora de pacotes P-01;Corretiva banco;01/01/2022 14:24;01/01/2022 16:36;2,2;29/01/2022 03:04;29/01/2022 04:48;1,73;Mecânica;Corretiva;;;FECH
OS92157;Xarope;X-02;Paletrizadora X-02;Corretiva banco;03/01/2022 04:48;03/01/2022 06:25;1,62;30/01/2022 16:50;30/01/2022 19:12;2,37;Mecânica;Corretiva;;;FECH
OS92162;Xarope;X-02;Esteira X-02;Corretiva banco;11/01/2022 12:00;11/01/2022 15:07;3,12;16/01/2022 03:50;16/01/2022 07:12;3,37;Elétrica;Corretiva;;;FECH
OS92167;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;31/01/2022 19:12;31/01/2022 21:33;2,35;17/02/2022 12:31;17/02/2022 14:24;1,88;Automação;Corretiva;;SS49941;FECH
OS92169;Xarope;X-01;Seladora X-01;Corretiva banco;05/02/2022 12:00;05/02/2022 15:18;3,3;17/02/2022 10:50;17/02/2022 14:24;3,57;Automação;Corretiva;;SS49943;FECH
OS92186;Pomadas;P-01;Encartuchadeira P-01;Corretiva banco;14/02/2022 07:12;14/02/2022 12:05;4,88;20/02/2022 14:32;20/02/2022 19:12;4,67;Automação;Corretiva;;SS49960;FECH
OS92192;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;04/01/2022 12:00;04/01/2022 16:40;4,67;29/01/2022 12:21;29/01/2022 16:48;4,45;Mecânica;Corretiva;;SS49966;FECH
OS92194;Pomadas;P-01;Encartuchadeira P-01;Corretiva banco;13/02/2022 02:24;13/02/2022 03:36;1,2;14/03/2022 18:28;14/03/2022 19:12;0,73;Mecânica;Corretiva;;SS49968;FECH
OS92198;Pomadas;P-02;Paletrizadora P-02;Corretiva banco;27/01/2022 14:24;27/01/2022 19:09;4,75;02/02/2022 23:48;03/02/2022 04:48;5;Elétrica;Corretiva;;SS49972;FECH
OS92203;Xarope;X-02;Envasadora X-02;Corretiva banco;24/02/2022 12:00;24/02/2022 16:04;4,07;11/03/2022 12:43;11/03/2022 16:48;4,08;Elétrica;Corretiva;;SS49977;FECH
OS92238;Pomadas;P-02;Esteira P-02;Corretiva banco;03/02/2022 16:48;03/02/2022 19:48;3;21/02/2022 08:16;21/02/2022 12:00;3,73;Mecânica;Corretiva;;SS50012;FECH
OS92247;Pomadas;P-01;Seladora P-01;Corretiva banco;04/02/2022 09:36;04/02/2022 10:37;1,02;16/02/2022 18:10;16/02/2022 19:12;1,03;Mecânica;Corretiva;;SS50021;FECH
OS92267;Pomadas;P-02;Esteira P-02;Corretiva banco;23/02/2022 07:12;23/02/2022 11:32;4,33;28/02/2022 07:12;28/02/2022 11:32;4,33;Mecânica;Corretiva;;SS50041;FECH
OS92281;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;20/01/2022 02:24;20/01/2022 04:01;1,62;23/02/2022 17:19;23/02/2022 19:12;1,88;Mecânica;Corretiva;;SS50055;FECH
OS92284;Pomadas;P-02;Seladora P-02;Corretiva banco;20/02/2022 21:36;21/02/2022 02:38;5,03;18/03/2022 08:38;18/03/2022 14:24;5,77;Elétrica;Corretiva;;;FECH
OS92286;Xarope;X-02;Esteira X-02;Corretiva banco;28/02/2022 02:24;28/02/2022 04:14;1,83;24/03/2022 17:35;24/03/2022 19:12;1,62;Elétrica;Corretiva;;;FECH
OS92289;Xarope;X-02;Seladora X-02;Corretiva banco;12/02/2022 12:00;12/02/2022 15:00;3;18/02/2022 11:24;18/02/2022 14:24;3;Mecânica;Corretiva;;;FECH
OS92292;Xarope;X-01;Seladora X-01;Corretiva banco;17/01/2022 16:48;17/01/2022 18:38;1,83;05/02/2022 17:21;05/02/2022 19:12;1,85;Elétrica;Corretiva;;SS50066;FECH
OS92305;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;11/01/2022 14:24;11/01/2022 18:38;4,23;28/01/2022 03:25;28/01/2022 07:12;3,78;Mecânica;Corretiva;;SS50079;FECH
OS92328;Pomadas;P-02;Envasadora P-02;Corretiva banco;21/02/2022 14:24;21/02/2022 18:38;4,23;10/03/2022 05:21;10/03/2022 09:36;4,25;Elétrica;Corretiva;;SS50102;FECH
OS92331;Xarope;X-01;Envasadora X-01;Corretiva banco;03/02/2022 12:00;03/02/2022 13:14;1,23;05/02/2022 22:59;06/02/2022 00:00;1,02;Mecânica;Corretiva;;SS50105;FECH
OS92336;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;18/02/2022 16:48;18/02/2022 20:24;3,6;03/03/2022 00:28;03/03/2022 04:48;4,33;Mecânica;Corretiva;;SS50110;FECH
OS92345;Pomadas;P-02;Envasadora P-02;Corretiva banco;11/01/2022 14:24;11/01/2022 18:05;3,68;31/01/2022 08:32;31/01/2022 12:00;3,47;Automação;Corretiva;;SS50119;FECH
OS92350;Xarope;X-01;Seladora X-01;Corretiva banco;23/01/2022 02:24;23/01/2022 04:37;2,22;21/02/2022 22:00;22/02/2022 00:00;2;Mecânica;Corretiva;;;FECH
OS92356;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;02/01/2022 07:12;02/01/2022 11:15;4,05;11/01/2022 22:06;12/01/2022 02:24;4,3;Mecânica;Corretiva;;;FECH
OS92359;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;02/02/2022 21:36;03/02/2022 01:00;3,4;09/03/2022 12:54;09/03/2022 16:48;3,9;Mecânica;Corretiva;;;FECH
OS92370;Pomadas;P-02;Paletrizadora P-02;Corretiva banco;10/02/2022 12:00;10/02/2022 15:33;3,55;15/02/2022 20:12;16/02/2022 00:00;3,8;Elétrica;Corretiva;;;FECH
OS92394;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;19/01/2022 02:24;19/01/2022 06:28;4,07;15/02/2022 19:40;16/02/2022 00:00;4,33;Automação;Corretiva;;SS50168;FECH
OS92409;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;31/01/2022 21:36;31/01/2022 23:13;1,62;27/02/2022 18:02;27/02/2022 19:12;1,17;Elétrica;Corretiva;;;FECH
OS92418;Utilidades;Subsestação;Trafo 750 KVA;Corretiva banco;20/01/2022 16:48;20/01/2022 19:59;3,18;17/02/2022 20:34;18/02/2022 00:00;3,43;Mecânica;Corretiva;;;FECH
OS92423;Pomadas;P-02;Paletrizadora P-02;Corretiva banco;18/01/2022 21:36;18/01/2022 23:08;1,53;23/01/2022 21:36;23/01/2022 23:08;1,53;Mecânica;Corretiva;;;FECH
OS92431;Utilidades;Subsestação;Trafo 750 KVA;Corretiva banco;01/01/2022 02:24;01/01/2022 07:07;4,72;06/01/2022 02:24;06/01/2022 07:07;4,72;Elétrica;Corretiva;;SS50205;FECH
OS92462;Utilidades;Compressores;Compressor  - GA 55;Corretiva banco;18/02/2022 09:36;18/02/2022 12:11;2,58;19/03/2022 15:53;19/03/2022 19:12;3,32;Elétrica;Corretiva;;SS50236;FECH
OS92464;Utilidades;Compressores;Compressor  - GA 160;Corretiva banco;07/01/2022 14:24;07/01/2022 15:59;1,58;12/01/2022 14:24;12/01/2022 15:59;1,58;Automação;Corretiva;;;FECH
OS92473;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;12/02/2022 09:36;12/02/2022 12:28;2,87;22/02/2022 09:21;22/02/2022 12:00;2,65;Mecânica;Corretiva;;;FECH
OS92478;Xarope;X-01;Esteira X-01;Corretiva banco;11/02/2022 04:48;11/02/2022 06:53;2,08;17/02/2022 05:21;17/02/2022 07:12;1,85;Elétrica;Corretiva;;SS50252;FECH
OS92484;Xarope;X-01;Paletrizadora X-01;Corretiva banco;03/02/2022 16:48;03/02/2022 18:05;1,28;06/02/2022 10:56;06/02/2022 12:00;1,07;Elétrica;Corretiva;;SS50258;FECH
OS92485;Xarope;X-01;Envasadora X-01;Corretiva banco;24/02/2022 19:12;24/02/2022 21:46;2,57;03/03/2022 09:54;03/03/2022 12:00;2,1;Elétrica;Corretiva;;SS50259;FECH
OS92486;Pomadas;P-02;Envasadora P-02;Corretiva banco;16/02/2022 07:12;16/02/2022 11:19;4,12;25/02/2022 17:13;25/02/2022 21:36;4,38;Mecânica;Corretiva;;SS50260;FECH
OS92507;Pomadas;P-01;Envasadora P-01;Corretiva banco;22/01/2022 12:00;22/01/2022 14:36;2,6;28/01/2022 20:39;29/01/2022 00:00;3,35;Mecânica;Corretiva;;SS50281;FECH
OS92513;Xarope;X-01;Paletrizadora X-01;Corretiva banco;18/02/2022 16:48;18/02/2022 20:31;3,72;08/03/2022 20:45;09/03/2022 00:00;3,25;Elétrica;Corretiva;;;FECH
OS92522;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;25/02/2022 07:12;25/02/2022 08:55;1,72;15/03/2022 22:45;16/03/2022 00:00;1,25;Mecânica;Corretiva;;;FECH
OS92535;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva banco;04/01/2022 19:12;04/01/2022 20:28;1,27;09/01/2022 19:12;09/01/2022 20:28;1,27;Elétrica;Corretiva;;SS50309;FECH
OS92540;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;22/01/2022 21:36;22/01/2022 22:36;1;27/01/2022 21:36;27/01/2022 22:36;1;Automação;Corretiva;;SS50314;FECH
OS92548;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;02/02/2022 07:12;02/02/2022 09:17;2,08;26/02/2022 19:16;26/02/2022 21:36;2,33;Elétrica;Corretiva;;SS50322;FECH
OS92549;Pomadas;P-01;Envasadora P-01;Corretiva banco;11/02/2022 04:48;11/02/2022 09:21;4,55;20/02/2022 09:50;20/02/2022 14:24;4,57;Automação;Corretiva;;SS50323;FECH
OS92558;Xarope;X-02;Paletrizadora X-02;Corretiva banco;06/02/2022 21:36;06/02/2022 22:35;0,98;11/02/2022 21:36;11/02/2022 22:35;0,98;Mecânica;Corretiva;;SS50332;FECH
OS92562;Utilidades;Compressores;Compressor  - GA 160;Corretiva banco;26/01/2022 12:00;26/01/2022 14:54;2,9;28/02/2022 01:10;28/02/2022 04:48;3,63;Mecânica;Corretiva;;SS50336;FECH
OS92564;Pomadas;P-01;Seladora P-01;Corretiva banco;08/02/2022 21:36;09/02/2022 01:46;4,17;24/02/2022 05:25;24/02/2022 09:36;4,18;Elétrica;Corretiva;;SS50338;FECH
OS92567;Utilidades;Compressores;Compressor  - GA 55;Corretiva banco;12/02/2022 14:24;12/02/2022 18:50;4,43;14/03/2022 12:21;14/03/2022 16:48;4,45;Elétrica;Corretiva;;SS50341;FECH
