OS;Localizacao;Descricao;InicioProg;TerminoProg;TempoPrevisto;InicioReal;TerminoReal;TempoParada;Oficina;Tipo;MP;SS;Status
OS92635;REM01-1000-2200-F000001;Corretiva banco;27/01/2022 19:12;27/01/2022 22:04;2,87;15/02/2022 03:50;15/02/2022 07:12;3,37;Mecânica;Corretiva;;SS50409;FECH
OS92641;REM01-2000-2100-X000005;Corretiva banco;14/01/2022 16:48;14/01/2022 20:08;3,33;08/02/2022 06:30;08/02/2022 09:36;3,1;Elétrica;Corretiva;;SS50415;FECH
OS92659;REM01-2000-2100-X000001;Corretiva banco;31/01/2022 07:12;31/01/2022 10:27;3,25;28/02/2022 11:08;28/02/2022 14:24;3,27;Elétrica;Corretiva;;SS50433;FECH
OS92664;REM01-2000-2200-X000005;Corretiva banco;01/02/2022 02:24;01/02/2022 07:06;4,7;07/03/2022 19:46;08/03/2022 00:00;4,23;Elétrica;Corretiva;;SS50438;FECH
OS92670;REM01-1000-1200-E000003;Corretiva banco;08/02/2022 02:24;08/02/2022 05:00;2,6;05/03/2022 05:03;05/03/2022 07:12;2,15;Elétrica;Corretiva;;SS50444;FECH
OS92678;REM01-1000-1200-F000001;Corretiva banco;08/01/2022 12:00;08/01/2022 13:07;1,12;13/01/2022 15:11;13/01/2022 16:48;1,62;Mecânica;Corretiva;;;FECH
OS92689;REM01-1000-1200-E000001;Corretiva banco;28/01/2022 07:12;28/01/2022 09:08;1,93;04/02/2022 09:20;04/02/2022 12:00;2,67;Mecânica;Corretiva;;;FECH
OS92695;REM01-2000-2200-X000002;Corretiva banco;21/02/2022 02:24;21/02/2022 04:48;2,4;23/02/2022 16:48;23/02/2022 19:12;2,4;Automação;Corretiva;;;FECH
OS92696;REM01-1000-1200-E000004;Corretiva banco;04/02/2022 19:12;04/02/2022 20:52;1,67;22/02/2022 10:48;22/02/2022 12:00;1,2;Elétrica;Corretiva;;SS50470;FECH
OS92702;REM01-2000-2200-X000005;Corretiva banco;06/01/2022 16:48;06/01/2022 20:28;3,67;10/01/2022 08:05;10/01/2022 12:00;3,92;Mecânica;Corretiva;;SS50476;FECH
OS92712;REM01-1000-1200-E000002;Corretiva banco;24/01/2022 09:36;24/01/2022 14:15;4,65;29/01/2022 09:36;29/01/2022 14:15;4,65;Mecânica;Corretiva;;SS50486;FECH
OS92725;REM01-1000-1200-F000002;Corretiva banco;12/02/2022 09:36;12/02/2022 11:00;1,4;15/03/2022 10:06;15/03/2022 12:00;1,9;Mecânica;Corretiva;;SS50499;FECH
OS92739;REM01-1000-1200-E000001;Corretiva banco;20/01/2022 09:36;20/01/2022 14:00;4,4;29/01/2022 16:56;29/01/2022 21:36;4,67;Mecânica;Corretiva;;;FECH
OS92746;REM01-2000-2100-X000006;Corretiva banco;03/02/2022 14:24;03/02/2022 17:29;3,08;07/03/2022 20:39;08/03/2022 00:00;3,35;Automação;Corretiva;;;FECH
OS92768;REM01-1000-2200-F000001;Corretiva banco;28/02/2022 12:00;28/02/2022 13:23;1,38;05/03/2022 12:00;05/03/2022 13:23;1,38;Mecânica;Corretiva;;SS50542;FECH
OS92772;REM01-1000-1200-E000004;Corretiva banco;24/02/2022 14:24;24/02/2022 16:33;2,15;30/03/2022 00:14;30/03/2022 02:24;2,17;Mecânica;Corretiva;;SS50546;FECH
OS92778;REM01-1000-1100-E000004;Corretiva banco;10/01/2022 12:00;10/01/2022 14:09;2,15;27/01/2022 14:38;27/01/2022 16:48;2,17;Elétrica;Corretiva;;SS50552;FECH
OS92781;REM01-1000-1200-F000002;Corretiva banco;10/01/2022 07:12;10/01/2022 09:14;2,03;15/01/2022 07:12;15/01/2022 09:14;2,03;Mecânica;Corretiva;;SS50555;FECH
OS92786;REM01-3000-3200-T000001;Corretiva banco;08/01/2022 04:48;08/01/2022 07:03;2,25;28/01/2022 12:37;28/01/2022 14:24;1,78;Automação;Corretiva;;SS50560;FECH
OS92802;REM01-1000-1100-E000001;Corretiva banco;17/02/2022 07:12;17/02/2022 09:25;2,22;02/03/2022 09:02;02/03/2022 12:00;2,97;Mecânica;Corretiva;;;FECH
OS92804;REM01-2000-2100-X000003;Corretiva banco;26/01/2022 09:36;26/01/2022 11:55;2,32;03/02/2022 16:37;03/02/2022 19:12;2,58;Elétrica;Corretiva;;;FECH
OS92806;REM01-2000-2200-X000002;Corretiva banco;21/01/2022 09:36;21/01/2022 10:59;1,38;23/02/2022 17:48;23/02/2022 19:12;1,4;Mecânica;Corretiva;;;FECH
OS92812;REM01-2000-2100-X000005;Corretiva banco;10/02/2022 21:36;11/02/2022 02:08;4,53;12/02/2022 14:25;12/02/2022 19:12;4,78;Elétrica;Corretiva;;;FECH
OS92822;REM01-1000-1200-F000002;Corretiva banco;13/01/2022 12:00;13/01/2022 15:51;3,85;20/01/2022 05:29;20/01/2022 09:36;4,12;Elétrica;Corretiva;;SS50596;FECH
OS92827;REM01-2000-2100-X000003;Corretiva banco;17/01/2022 02:24;17/01/2022 04:29;2,08;23/01/2022 14:13;23/01/2022 16:48;2,58;Mecânica;Corretiva;;SS50601;FECH
OS92839;REM01-3000-3100-C000001;Corretiva banco;23/02/2022 19:12;23/02/2022 21:02;1,83;26/03/2022 02:28;26/03/2022 04:48;2,33;Elétrica;Corretiva;;SS50613;FECH
OS92841;REM01-2000-2100-X000001;Corretiva banco;20/02/2022 16:48;20/02/2022 19:52;3,07;02/03/2022 21:24;03/03/2022 00:00;2,6;Mecânica;Corretiva;;SS50615;FECH
OS92847;REM01-3000-3100-C000002;Corretiva banco;13/02/2022 12:00;13/02/2022 15:00;3;14/03/2022 19:04;14/03/2022 21:36;2,53;Elétrica;Corretiva;;SS50621;FECH
OS92857;REM01-3000-3200-T000001;Corretiva banco;13/01/2022 21:36;13/01/2022 23:11;1,58;16/02/2022 22:10;17/02/2022 00:00;1,83;Elétrica;Corretiva;;SS50631;FECH
OS92859;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);04/01/2022 00:00;04/01/2022 02:00;2;09/01/2022 00:00;09/01/2022 02:00;2;Automação;IR;MP - 147952;;FECH
OS92860;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);05/01/2022 00:00;05/01/2022 02:00;2;06/01/2022 14:04;06/01/2022 16:48;2,73;Mecânica;IR;MP - 147953;;FECH
OS92862;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);07/01/2022 00:00;07/01/2022 02:00;2;31/01/2022 09:31;31/01/2022 12:00;2,48;Mecânica;IR;MP - 147955;;FECH
OS92864;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);13/01/2022 00:00;13/01/2022 02:00;2;15/02/2022 07:21;15/02/2022 09:36;2,25;Automação;IR;MP - 147957;;FECH
OS92865;REM01-1000-1200-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);14/01/2022 00:00;14/01/2022 02:00;2;19/01/2022 00:00;19/01/2022 02:00;2;Elétrica;IR;MP - 147958;;FECH
OS92866;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);15/01/2022 00:00;15/01/2022 02:00;2;19/01/2022 05:40;19/01/2022 07:12;1,53;Elétrica;IR;MP - 147959;;FECH
OS92867;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Elétrica);20/01/2022 00:00;20/01/2022 02:00;2;09/02/2022 07:36;09/02/2022 09:36;2;Automação;IR;MP - 147960;;FECH
OS92868;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);21/01/2022 00:00;21/01/2022 02:00;2;23/01/2022 03:16;23/01/2022 04:48;1,53;Elétrica;IR;MP - 147961;;FECH
OS92869;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);22/01/2022 00:00;22/01/2022 02:00;2;27/01/2022 00:00;27/01/2022 02:00;2;Mecânica;IR;MP - 147962;;FECH
OS92870;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);04/01/2022 00:00;04/01/2022 02:00;2;26/01/2022 00:38;26/01/2022 02:24;1,77;Mecânica;IR;MP - 147963;;FECH
OS92871;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Elétrica);05/01/2022 00:00;05/01/2022 02:00;2;08/02/2022 11:40;08/02/2022 14:24;2,73;Elétrica;IR;MP - 147964;;FECH
OS92872;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);06/01/2022 00:00;06/01/2022 02:00;2;27/01/2022 17:12;27/01/2022 19:12;2;Mecânica;IR;MP - 147965;;FECH
OS92873;REM01-1000-2200-F000001;MP - Inspeção de Rota do Equipamento (Elétrica);07/01/2022 00:00;07/01/2022 02:00;2;13/01/2022 19:50;13/01/2022 21:36;1,77;Elétrica;IR;MP - 147966;;FECH
OS92874;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);12/01/2022 00:00;12/01/2022 02:00;2;07/02/2022 19:21;07/02/2022 21:36;2,25;Elétrica;IR;MP - 147967;;FECH
OS92875;REM01-2000-2100-X000001;MP - Inspeção de Rota do Equipamento (Elétrica);13/01/2022 00:00;13/01/2022 02:00;2;14/02/2022 19:36;14/02/2022 21:36;2;Elétrica;IR;MP - 147968;;FECH
OS92876;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);14/01/2022 00:00;14/01/2022 02:00;2;08/02/2022 12:52;08/02/2022 14:24;1,53;Elétrica;IR;MP - 147969;;FECH
OS92877;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);15/01/2022 00:00;15/01/2022 02:00;2;11/02/2022 19:36;11/02/2022 21:36;2;Automação;IR;MP - 147970;;FECH
OS92880;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);22/01/2022 00:00;22/01/2022 02:00;2;27/01/2022 00:00;27/01/2022 02:00;2;Elétrica;IR;MP - 147973;;FECH
OS92882;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);05/01/2022 00:00;05/01/2022 02:00;2;17/01/2022 00:38;17/01/2022 02:24;1,77;Mecânica;IR;MP - 147975;;FECH
OS92883;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);06/01/2022 00:00;06/01/2022 02:00;2;08/02/2022 10:00;08/02/2022 12:00;2;Elétrica;IR;MP - 147976;;FECH
OS92884;REM01-2000-2200-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);07/01/2022 00:00;07/01/2022 02:00;2;13/01/2022 09:16;13/01/2022 12:00;2,73;Mecânica;IR;MP - 147977;;FECH
OS92885;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Elétrica);12/01/2022 00:00;12/01/2022 02:00;2;08/02/2022 19:36;08/02/2022 21:36;2;Mecânica;IR;MP - 147978;;FECH
OS92886;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);13/01/2022 00:00;13/01/2022 02:00;2;30/01/2022 16:28;30/01/2022 19:12;2,73;Mecânica;IR;MP - 147979;;FECH
OS92887;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);14/01/2022 00:00;14/01/2022 02:00;2;27/01/2022 16:57;27/01/2022 19:12;2,25;Elétrica;IR;MP - 147980;;FECH
OS92888;REM01-3000-3100-C000002;MP - Inspeção de Rota do Equipamento (Elétrica);15/01/2022 00:00;15/01/2022 02:00;2;18/02/2022 04:43;18/02/2022 07:12;2,48;Mecânica;IR;MP - 147981;;FECH
OS92889;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Elétrica);20/01/2022 00:00;20/01/2022 02:00;2;21/02/2022 19:21;21/02/2022 21:36;2,25;Elétrica;IR;MP - 147982;;FECH
OS92890;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Elétrica);21/01/2022 00:00;21/01/2022 02:00;2;07/02/2022 00:38;07/02/2022 02:24;1,77;Mecânica;IR;MP - 147983;;FECH
OS92892;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);04/01/2022 00:00;04/01/2022 02:00;2;09/01/2022 00:00;09/01/2022 02:00;2;Mecânica;IR;MP - 147985;;FECH
OS92893;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);05/01/2022 00:00;05/01/2022 02:00;2;04/02/2022 04:43;04/02/2022 07:12;2,48;Elétrica;IR;MP - 147986;;FECH
OS92895;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);07/01/2022 00:00;07/01/2022 02:00;2;18/01/2022 04:43;18/01/2022 07:12;2,48;Elétrica;IR;MP - 147988;;FECH
OS92897;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);13/01/2022 00:00;13/01/2022 02:00;2;25/01/2022 14:33;25/01/2022 16:48;2,25;Elétrica;IR;MP - 147990;;FECH
OS92899;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);15/01/2022 00:00;15/01/2022 02:00;2;04/02/2022 16:57;04/02/2022 19:12;2,25;Mecânica;IR;MP - 147992;;FECH
OS92900;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);20/01/2022 00:00;20/01/2022 02:00;2;19/02/2022 00:38;19/02/2022 02:24;1,77;Automação;IR;MP - 147993;;FECH
OS92901;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);21/01/2022 00:00;21/01/2022 02:00;2;22/01/2022 17:40;22/01/2022 19:12;1,53;Automação;IR;MP - 147994;;FECH
OS92902;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);22/01/2022 00:00;22/01/2022 02:00;2;27/01/2022 00:00;27/01/2022 02:00;2;Mecânica;IR;MP - 147995;;FECH
OS92903;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);04/01/2022 00:00;04/01/2022 02:00;2;24/01/2022 12:52;24/01/2022 14:24;1,53;Mecânica;IR;MP - 147996;;FECH
OS92904;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);05/01/2022 00:00;05/01/2022 02:00;2;10/01/2022 00:00;10/01/2022 02:00;2;Mecânica;IR;MP - 147997;;FECH
OS92905;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);06/01/2022 00:00;06/01/2022 02:00;2;14/01/2022 17:40;14/01/2022 19:12;1,53;Mecânica;IR;MP - 147998;;FECH
OS92906;REM01-1000-2200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);07/01/2022 00:00;07/01/2022 02:00;2;12/01/2022 00:00;12/01/2022 02:00;2;Elétrica;IR;MP - 147999;;FECH
OS92907;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);12/01/2022 00:00;12/01/2022 02:00;2;10/02/2022 02:48;10/02/2022 04:48;2;Elétrica;IR;MP - 148000;;FECH
OS92908;REM01-2000-2100-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);13/01/2022 00:00;13/01/2022 02:00;2;02/02/2022 12:09;02/02/2022 14:24;2,25;Mecânica;IR;MP - 148001;;FECH
OS92909;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);14/01/2022 00:00;14/01/2022 02:00;2;24/01/2022 15:16;24/01/2022 16:48;1,53;Mecânica;IR;MP - 148002;;FECH
OS92911;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);20/01/2022 00:00;20/01/2022 02:00;2;30/01/2022 00:24;30/01/2022 02:24;2;Mecânica;IR;MP - 148004;;FECH
OS92912;REM01-2000-2100-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);21/01/2022 00:00;21/01/2022 02:00;2;17/02/2022 23:40;18/02/2022 02:24;2,73;Elétrica;IR;MP - 148005;;FECH
OS92913;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);22/01/2022 00:00;22/01/2022 02:00;2;23/01/2022 10:14;23/01/2022 12:00;1,77;Mecânica;IR;MP - 148006;;FECH
OS92914;REM01-2000-2200-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);04/01/2022 00:00;04/01/2022 02:00;2;06/02/2022 19:07;06/02/2022 21:36;2,48;Mecânica;IR;MP - 148007;;FECH
OS92915;REM01-2000-2200-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);05/01/2022 00:00;05/01/2022 02:00;2;20/01/2022 16:57;20/01/2022 19:12;2,25;Mecânica;IR;MP - 148008;;FECH
OS92916;REM01-2000-2200-X000003;MP - Inspeção de Rota do Equipamento (Mecânica);06/01/2022 00:00;06/01/2022 02:00;2;11/01/2022 00:00;11/01/2022 02:00;2;Mecânica;IR;MP - 148009;;FECH
OS92918;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);12/01/2022 00:00;12/01/2022 02:00;2;17/01/2022 00:00;17/01/2022 02:00;2;Elétrica;IR;MP - 148011;;FECH
OS92919;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);13/01/2022 00:00;13/01/2022 02:00;2;22/01/2022 05:40;22/01/2022 07:12;1,53;Elétrica;IR;MP - 148012;;FECH
OS92920;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);14/01/2022 00:00;14/01/2022 02:00;2;18/02/2022 09:16;18/02/2022 12:00;2,73;Elétrica;IR;MP - 148013;;FECH
OS92925;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);04/02/2022 00:00;04/02/2022 02:00;2;16/02/2022 17:40;16/02/2022 19:12;1,53;Mecânica;IR;MP - 148018;;FECH
OS92926;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);05/02/2022 00:00;05/02/2022 02:00;2;23/02/2022 12:38;23/02/2022 14:24;1,77;Automação;IR;MP - 148019;;FECH
OS92928;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Elétrica);07/02/2022 00:00;07/02/2022 02:00;2;26/02/2022 02:19;26/02/2022 04:48;2,48;Mecânica;IR;MP - 148021;;FECH
OS92930;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);13/02/2022 00:00;13/02/2022 02:00;2;18/03/2022 11:55;18/03/2022 14:24;2,48;Elétrica;IR;MP - 148023;;FECH
OS92931;REM01-1000-1200-E000001;MP - Inspeção de Rota do Equipamento (Elétrica);14/02/2022 00:00;14/02/2022 02:00;2;05/03/2022 14:33;05/03/2022 16:48;2,25;Elétrica;IR;MP - 148024;;FECH
OS92932;REM01-1000-1200-E000002;MP - Inspeção de Rota do Equipamento (Elétrica);15/02/2022 00:00;15/02/2022 02:00;2;20/02/2022 00:00;20/02/2022 02:00;2;Elétrica;IR;MP - 148025;;FECH
OS92933;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Elétrica);20/02/2022 00:00;20/02/2022 02:00;2;03/03/2022 18:52;03/03/2022 21:36;2,73;Elétrica;IR;MP - 148026;;FECH
OS92935;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Elétrica);22/02/2022 00:00;22/02/2022 02:00;2;01/03/2022 12:38;01/03/2022 14:24;1,77;Mecânica;IR;MP - 148028;;FECH
OS92936;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Elétrica);04/02/2022 00:00;04/02/2022 02:00;2;09/02/2022 00:00;09/02/2022 02:00;2;Elétrica;IR;MP - 148029;;FECH
OS92937;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Elétrica);05/02/2022 00:00;05/02/2022 02:00;2;24/02/2022 18:52;24/02/2022 21:36;2,73;Mecânica;IR;MP - 148030;;FECH
OS92938;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Elétrica);06/02/2022 00:00;06/02/2022 02:00;2;26/02/2022 12:52;26/02/2022 14:24;1,53;Automação;IR;MP - 148031;;FECH
OS92942;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Elétrica);14/02/2022 00:00;14/02/2022 02:00;2;02/03/2022 04:57;02/03/2022 07:12;2,25;Elétrica;IR;MP - 148035;;FECH
OS92943;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Elétrica);15/02/2022 00:00;15/02/2022 02:00;2;15/03/2022 05:12;15/03/2022 07:12;2;Elétrica;IR;MP - 148036;;FECH
OS92946;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);22/02/2022 00:00;22/02/2022 02:00;2;06/03/2022 16:43;06/03/2022 19:12;2,48;Elétrica;IR;MP - 148039;;FECH
OS92950;REM01-2000-2200-X000004;MP - Inspeção de Rota do Equipamento (Elétrica);07/02/2022 00:00;07/02/2022 02:00;2;11/02/2022 08:04;11/02/2022 09:36;1,53;Mecânica;IR;MP - 148043;;FECH
OS92952;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Elétrica);13/02/2022 00:00;13/02/2022 02:00;2;18/02/2022 00:00;18/02/2022 02:00;2;Elétrica;IR;MP - 148045;;FECH
OS92953;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);14/02/2022 00:00;14/02/2022 02:00;2;19/02/2022 00:00;19/02/2022 02:00;2;Elétrica;IR;MP - 148046;;FECH
OS92955;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Elétrica);20/02/2022 00:00;20/02/2022 02:00;2;25/02/2022 00:00;25/02/2022 02:00;2;Mecânica;IR;MP - 148048;;FECH
OS92957;REM01-3000-3300-C000001;MP - Inspeção de Rota do Equipamento (Elétrica);22/02/2022 00:00;22/02/2022 02:00;2;27/02/2022 00:00;27/02/2022 02:00;2;Automação;IR;MP - 148050;;FECH
OS92958;REM01-1000-1100-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);04/02/2022 00:00;04/02/2022 02:00;2;10/02/2022 16:57;10/02/2022 19:12;2,25;Mecânica;IR;MP - 148051;;FECH
OS92959;REM01-1000-1100-E000002;MP - Inspeção de Rota do Equipamento (Mecânica);05/02/2022 00:00;05/02/2022 02:00;2;08/03/2022 05:26;08/03/2022 07:12;1,77;Elétrica;IR;MP - 148052;;FECH
OS92960;REM01-1000-1100-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);06/02/2022 00:00;06/02/2022 02:00;2;22/02/2022 03:16;22/02/2022 04:48;1,53;Elétrica;IR;MP - 148053;;FECH
OS92961;REM01-1000-1100-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);07/02/2022 00:00;07/02/2022 02:00;2;21/02/2022 23:55;22/02/2022 02:24;2,48;Elétrica;IR;MP - 148054;;FECH
OS92962;REM01-1000-1100-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);12/02/2022 00:00;12/02/2022 02:00;2;19/03/2022 00:52;19/03/2022 02:24;1,53;Automação;IR;MP - 148055;;FECH
OS92963;REM01-1000-1100-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);13/02/2022 00:00;13/02/2022 02:00;2;14/03/2022 07:50;14/03/2022 09:36;1,77;Elétrica;IR;MP - 148056;;FECH
OS92964;REM01-1000-1200-E000001;MP - Inspeção de Rota do Equipamento (Mecânica);14/02/2022 00:00;14/02/2022 02:00;2;04/03/2022 04:57;04/03/2022 07:12;2,25;Elétrica;IR;MP - 148057;;FECH
OS92966;REM01-1000-1200-E000003;MP - Inspeção de Rota do Equipamento (Mecânica);20/02/2022 00:00;20/02/2022 02:00;2;26/03/2022 02:33;26/03/2022 04:48;2,25;Mecânica;IR;MP - 148059;;FECH
OS92967;REM01-1000-1200-E000004;MP - Inspeção de Rota do Equipamento (Mecânica);21/02/2022 00:00;21/02/2022 02:00;2;21/03/2022 12:09;21/03/2022 14:24;2,25;Mecânica;IR;MP - 148060;;FECH
OS92968;REM01-1000-1200-E000005;MP - Inspeção de Rota do Equipamento (Mecânica);22/02/2022 00:00;22/02/2022 02:00;2;25/02/2022 00:09;25/02/2022 02:24;2,25;Mecânica;IR;MP - 148061;;FECH
OS92969;REM01-1000-1200-E000006;MP - Inspeção de Rota do Equipamento (Mecânica);04/02/2022 00:00;04/02/2022 02:00;2;09/02/2022 00:00;09/02/2022 02:00;2;Elétrica;IR;MP - 148062;;FECH
OS92970;REM01-1000-1200-F000001;MP - Inspeção de Rota do Equipamento (Mecânica);05/02/2022 00:00;05/02/2022 02:00;2;12/02/2022 19:21;12/02/2022 21:36;2,25;Elétrica;IR;MP - 148063;;FECH
OS92971;REM01-1000-1200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);06/02/2022 00:00;06/02/2022 02:00;2;16/02/2022 02:48;16/02/2022 04:48;2;Elétrica;IR;MP - 148064;;FECH
OS92973;REM01-1000-2200-F000002;MP - Inspeção de Rota do Equipamento (Mecânica);12/02/2022 00:00;12/02/2022 02:00;2;10/03/2022 14:19;10/03/2022 16:48;2,48;Mecânica;IR;MP - 148066;;FECH
OS92975;REM01-2000-2100-X000002;MP - Inspeção de Rota do Equipamento (Mecânica);14/02/2022 00:00;14/02/2022 02:00;2;15/02/2022 08:04;15/02/2022 09:36;1,53;Mecânica;IR;MP - 148068;;FECH
OS92976;REM01-2000-2100-X000003;MP - Inspeção de Rota do Equipamento (Mecânica);15/02/2022 00:00;15/02/2022 02:00;2;20/02/2022 00:00;20/02/2022 02:00;2;Mecânica;IR;MP - 148069;;FECH
OS92977;REM01-2000-2100-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);20/02/2022 00:00;20/02/2022 02:00;2;06/03/2022 23:55;07/03/2022 02:24;2,48;Mecânica;IR;MP - 148070;;FECH
OS92978;REM01-2000-2100-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);21/02/2022 00:00;21/02/2022 02:00;2;19/03/2022 16:28;19/03/2022 19:12;2,73;Mecânica;IR;MP - 148071;;FECH
OS92979;REM01-2000-2100-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);22/02/2022 00:00;22/02/2022 02:00;2;12/03/2022 00:24;12/03/2022 02:24;2;Mecânica;IR;MP - 148072;;FECH
OS92980;REM01-2000-2200-X000001;MP - Inspeção de Rota do Equipamento (Mecânica);04/02/2022 00:00;04/02/2022 02:00;2;05/03/2022 09:45;05/03/2022 12:00;2,25;Elétrica;IR;MP - 148073;;FECH
OS92983;REM01-2000-2200-X000004;MP - Inspeção de Rota do Equipamento (Mecânica);07/02/2022 00:00;07/02/2022 02:00;2;12/02/2022 00:00;12/02/2022 02:00;2;Mecânica;IR;MP - 148076;;FECH
OS92984;REM01-2000-2200-X000005;MP - Inspeção de Rota do Equipamento (Mecânica);12/02/2022 00:00;12/02/2022 02:00;2;16/02/2022 17:26;16/02/2022 19:12;1,77;Mecânica;IR;MP - 148077;;FECH
OS92985;REM01-2000-2200-X000006;MP - Inspeção de Rota do Equipamento (Mecânica);13/02/2022 00:00;13/02/2022 02:00;2;13/03/2022 19:07;13/03/2022 21:36;2,48;Elétrica;IR;MP - 148078;;FECH
OS92986;REM01-3000-3100-C000001;MP - Inspeção de Rota do Equipamento (Mecânica);14/02/2022 00:00;14/02/2022 02:00;2;16/02/2022 15:16;16/02/2022 16:48;1,53;Elétrica;IR;MP - 148079;;FECH
OS92988;REM01-3000-3200-T000001;MP - Inspeção de Rota do Equipamento (Mecânica);20/02/2022 00:00;20/02/2022 02:00;2;25/02/2022 00:00;25/02/2022 02:00;2;Mecânica;IR;MP - 148081;;FECH
OS92989;REM01-3000-3200-T000002;MP - Inspeção de Rota do Equipamento (Mecânica);21/02/2022 00:00;21/02/2022 02:00;2;07/03/2022 11:55;07/03/2022 14:24;2,48;Mecânica;IR;MP - 148082;;FECH
